patent_number,country,title,assignee,grant_year,times_cited,status,url
9607103,US,How Computers Match and Join Messy Data from Different Sources,Ab Initio Technology LLC,2017,15,active,https://patentbrief.org/patent/us/9607103/amazon-athena
11685554,US,How Spacecraft Servicing Pods Maneuver and Refuel Other Satellites,Northrop Grumman Systems Corp,2023,2,active,https://patentbrief.org/patent/us/11685554/starship-upper-stage
RE48170,US,How Automatic Rotating Curling Irons Capture and Wind Hair,Kiss Nail Products Inc,2020,5,active,https://patentbrief.org/patent/us/RE48170/airwrap-styler
11062228,US,How AI Learns New Tasks Using Old Data Labels,Microsoft Technology Licensing LLC,2021,4,active,https://patentbrief.org/patent/us/11062228/gpt-3-few-shot-learning
8580275,US,Using Yeast Cell Walls to Deliver Genetic Medicine,University of Massachusetts Amherst,2013,4,active,https://patentbrief.org/patent/us/8580275/car-t-cell-therapy
7222127,US,How Google Distributed Machine Learning Across Many Computers,Google LLC,2007,72,public domain,https://patentbrief.org/patent/us/7222127/google-adsense
2130523,US,How Wallace Carothers Invented Nylon,EI Du Pont de Nemours and Co,1938,299,public domain,https://patentbrief.org/patent/us/2130523/nylon-polyamide-carothers
9479807,US,How Home Gateways Manage Video Streaming Traffic to Prevent Buffering,Arris Enterprises LLC,2016,24,active,https://patentbrief.org/patent/us/9479807/netflix-interactive-content-bandersnatch
10832138,US,How to Automatically Expand Neural Networks by Adding New Nodes,Samsung Electronics Co Ltd,2020,3,active,https://patentbrief.org/patent/us/10832138/gpt-language-model-pre-training
8592397,US,How Gilead Made a Stable HIV Pill Combining Two Medicines,Gilead Sciences Inc,2013,19,active,https://patentbrief.org/patent/us/8592397/truvada-tdf-ftc-for-prep
7111231,US,How Dynamic Web Applications Use Templates to Fetch Data,Intellisync LLC,2006,78,public domain,https://patentbrief.org/patent/us/7111231/microsoft-word-docx-format
9677869,US,How to Create Wide-Field Images of Tissue Using OCT Scanners,Perimeter Medical Imaging Inc,2017,9,active,https://patentbrief.org/patent/us/9677869/autonomous-spaceport-drone-ship-asds
3826068,US,How the String Trimmer (Weed Eater) Actually Cuts Grass,Individual,1974,86,public domain,https://patentbrief.org/patent/us/3826068/weed-eater-string-trimmer
10019297,US,How Salesforce Speeds Up Data Processing Using Bulk Message Handling,Salesforce com Inc,2018,7,active,https://patentbrief.org/patent/us/10019297/power-bi
3819921,US,How Texas Instruments Invented the Handheld Electronic Calculator,Texas Instruments Inc,1974,18,public domain,https://patentbrief.org/patent/us/3819921/barcode-upc-scanner
11921980,US,How Smartphones Manage Multiple Notifications on a Locked Screen,Apple Inc,2024,1,active,https://patentbrief.org/patent/us/11921980/vision-pro-optic-id
12008152,US,How Snap's AR Tech Measures Distance for Virtual Button Presses,Snap Inc,2024,2,active,https://patentbrief.org/patent/us/12008152/vision-pro-persona
12431234,US,How Apps Use Timed Content to Enforce Health Behavior Changes,McNeil AB,2025,1,active,https://patentbrief.org/patent/us/12431234/raptor-cost
6195698,US,How Websites Use Distorted Text Riddles to Stop Bots,Compaq Computer Corp,2001,219,public domain,https://patentbrief.org/patent/us/6195698/google-search-engine
10192220,US,How Square Syncs Inventory Between Physical Shops and Online Stores,Square Inc,2019,6,active,https://patentbrief.org/patent/us/10192220/square-capital
7070775,US,How Engineered Antibodies Block Inflammation-Causing Proteins,Centocor Inc,2006,77,public domain,https://patentbrief.org/patent/us/7070775/humira-formulation
RE45905,US,How Nintendo's Wii Remote Tracks Motion and Infrared Light,Nintendo Co Ltd,2016,11,active,https://patentbrief.org/patent/us/RE45905/walkman-portable-cassette-player
6567533,US,How Digital Images Hide Invisible Markers to Track Rotation and Scaling,Digimarc Corp,2003,136,public domain,https://patentbrief.org/patent/us/6567533/playstation-2-emotion-engine
9538220,US,How Networks Keep Video Streams Smooth During Busy Times,WiLAN Labs Inc,2017,9,active,https://patentbrief.org/patent/us/9538220/netflix-a-b-testing-framework
6424946,US,How Computers Automatically Label Different Speakers in Audio Recordings,International Business Machines Corp,2002,75,public domain,https://patentbrief.org/patent/us/6424946/amazon-personalized-recommendations
8775328,US,How Nextdoor Verifies Neighbors and Limits Online Social Circles,Individual,2014,14,active,https://patentbrief.org/patent/us/8775328/facebook-graph-search
10223653,US,How Online Work Platforms Manage New Freelancer Onboarding,Elance Inc,2019,6,active,https://patentbrief.org/patent/us/10223653/shopify-pos
3668658,US,How the Floppy Disk's Protective Jacket Cleans the Disk,International Business Machines Corp,1972,79,public domain,https://patentbrief.org/patent/us/3668658/floppy-disk-diskette
11492143,US,How Space Taxis and Locomotives Move Satellites Between Orbits,Atomos Nuclear and Space Corp,2022,2,active,https://patentbrief.org/patent/us/11492143/catching-super-heavy-booster
10217092,US,How Digital Receipts Turn One-Time Payments Into Ongoing Customer Relationships,Square Inc,2019,7,active,https://patentbrief.org/patent/us/10217092/shopify-shipping
11623768,US,How Satellite Swarms Keep Their Solar Panels and Antennas Pointed Correctly,AST and Science LLC,2023,1,active,https://patentbrief.org/patent/us/11623768/super-heavy-booster
9535948,US,How Software Automatically Translates Database Queries for Different Storage Systems,Amazon Technologies Inc,2017,11,active,https://patentbrief.org/patent/us/9535948/facebook-watch
11958662,US,How a Refillable Capsule Plug Seals Cleaning Concentrates,Conopco Inc,2024,2,active,https://patentbrief.org/patent/us/11958662/starlink-gen-3
11608181,US,How High-Altitude Parafoils Use Spring-Loaded Rods to Open Automatically,World View Enterprises Inc,2023,4,active,https://patentbrief.org/patent/us/11608181/starship-orbital-launch-mount
11651227,US,How to Force AI to Follow Logical Rules During Training,SRI International Inc,2023,2,active,https://patentbrief.org/patent/us/11651227/muzero
7672870,US,How American Express Tracks Your Spending Habits Across Different Stores,American Express Travel Related Services Co Inc,2010,36,public domain,https://patentbrief.org/patent/us/7672870/amazon-prime
RE40324,US,How a Handheld Thumb-Controlled Computer Mouse Works,Dhol New Ventures LLC,2008,43,public domain,https://patentbrief.org/patent/us/RE40324/playstation-dualshock-controller
2981877,US,How Robert Noyce Invented the Modern Integrated Circuit,Fairchild Semiconductor Corp,1961,165,public domain,https://patentbrief.org/patent/us/2981877/noyce-planar-integrated-circuit
8825660,US,How eBay Uses Image Fingerprints to Search for Products,eBay Inc,2014,12,active,https://patentbrief.org/patent/us/8825660/sql-server
10198731,US,How Square Uses Your Phone's Location to Verify Credit Card Payments,Square Inc,2019,9,active,https://patentbrief.org/patent/us/10198731/shopify-e-commerce-platform
3220960,US,How Soft Contact Lenses Were Invented Using Hydrogels,Individual,1965,228,public domain,https://patentbrief.org/patent/us/3220960/soft-contact-lens-hydrogel
3492131,US,The Discovery of Aspartame as a Sugar Substitute,GD Searle LLC,1970,228,public domain,https://patentbrief.org/patent/us/3492131/aspartame-sweetener
9760393,US,How Virtual Machines Keep Their Data Separate on Shared Storage,VMware LLC,2017,12,active,https://patentbrief.org/patent/us/9760393/azure-machine-learning
8983975,US,How Software Automatically Ranks and Manages Online Customer Feedback,Individual,2015,27,active,https://patentbrief.org/patent/us/8983975/facebook-news-feed-ranking
9516045,US,How to Clean Files by Rebuilding Them Instead of Scanning Them,Glasswall IP Ltd,2016,7,active,https://patentbrief.org/patent/us/9516045/azure-active-directory
9330167,US,How Groupon Automatically Categorizes Merchant Services Using Text Analysis,Groupon Inc,2016,25,active,https://patentbrief.org/patent/us/9330167/amazon-rds
6458360,US,How to Create Lab-Made Proteins That Stop Immune System Overreaction,Johns Hopkins University,2002,27,public domain,https://patentbrief.org/patent/us/6458360/hpv-vaccine-gardasil
7169901,US,How Genentech Engineered Antibodies to Starve Tumors of Blood,Genentech Inc,2007,76,public domain,https://patentbrief.org/patent/us/7169901/avastin-bevacizumab
RE39497,US,How to Store Fragile Biological Materials Without Refrigeration,Nektar Therapeutics,2007,11,public domain,https://patentbrief.org/patent/us/RE39497/epogen-epoetin-alfa
11708181,US,How Boeing Stacks Electric Space Vehicles for Launch,Boeing Co,2023,2,active,https://patentbrief.org/patent/us/11708181/mechazilla-catch-tower
9430664,US,How Microsoft Protects Corporate Data on Employee Devices,Microsoft Technology Licensing LLC,2016,10,active,https://patentbrief.org/patent/us/9430664/windows-defender-antivirus
6816710,US,How GPS Receivers See Weak Signals by Combining Data,SnapTrack Inc,2004,76,public domain,https://patentbrief.org/patent/us/6816710/reusable-launch-vehicle-falcon-9-booster-landing
12497890,US,How Oil Wells Send Acoustic Signals Using Mechanical Hammers,Weatherford Technology Holdings LLC,2025,0,active,https://patentbrief.org/patent/us/12497890/spacex-avionics-philosophy
8112476,US,How Software Automatically Collects and Organizes Data from Multiple Websites,Confluence Commons Inc,2012,18,active,https://patentbrief.org/patent/us/8112476/amazon-ec2-elastic-compute-cloud
2569347,US,The Invention of the Junction Transistor,Bell Telephone Laboratories Inc,1951,145,public domain,https://patentbrief.org/patent/us/2569347/junction-transistor
2524035,US,The Invention of the Transistor,Bell Telephone Laboratories Inc,1950,130,public domain,https://patentbrief.org/patent/us/2524035/point-contact-transistor
3387286,US,How Robert Dennard Invented the One-Transistor DRAM Memory Cell,International Business Machines Corp,1968,191,public domain,https://patentbrief.org/patent/us/3387286/dram-memory-dennard
3005282,US,How the Modern LEGO Brick Design Works,Interlego AG,1961,374,public domain,https://patentbrief.org/patent/us/3005282/lego-toy-brick
9881277,US,How Amazon Tracks Warehouse Workers' Hands Using Radio Waves,Amazon Technologies Inc,2018,7,active,https://patentbrief.org/patent/us/9881277/amazon-robotics-kiva-systems
RE48900,US,How LG's Steam Closet Organizes Its Internal Components,LG Electronics Inc,2022,1,active,https://patentbrief.org/patent/us/RE48900/cftr-modulator-combinations
11593558,US,How eBay Uses AI to Identify Brands in Search Queries,eBay Inc,2023,2,active,https://patentbrief.org/patent/us/11593558/no-language-left-behind-nllb
RE50567,US,How Enzymes Help Turn Corn Into Ethanol More Efficiently,Novozymes North America Inc,2025,0,public domain,https://patentbrief.org/patent/us/RE50567/io-electric-toothbrush
RE50510,US,How to Embed Tiny Optical Components Directly into Circuit Boards,Sony Group Corp,2025,0,active,https://patentbrief.org/patent/us/RE50510/gemini-bard
10106579,US,How Synthetic Peptides Block Immune System Overreaction,Ra Pharmaceuticals Inc,2018,8,active,https://patentbrief.org/patent/us/10106579/orkambi-lumacaftor-ivacaftor
12365678,US,How to Manufacture a Complex Cancer-Fighting Drug Molecule,AstraZeneca AB,2025,0,active,https://patentbrief.org/patent/us/12365678/raptor-production
3792322,US,How Buried Channel CCDs Move Data Deep Inside Silicon Chips,Individual,1974,22,public domain,https://patentbrief.org/patent/us/3792322/ccd-image-sensor
9483121,US,How Apps Pass Touch Gestures Between Each Other,Apple Inc,2016,6,active,https://patentbrief.org/patent/us/9483121/force-touch-3d-touch
2929922,US,How the First Laser Was Invented,Bell Telephone Laboratories Inc,1960,145,public domain,https://patentbrief.org/patent/us/2929922/laser-maser
5191573,US,How Digital Media Purchases and Downloads Work,Individual,1993,260,public domain,https://patentbrief.org/patent/us/5191573/personal-audio-media-distribution
8822430,US,Chemical Compounds for Treating Hepatitis C Virus,Gilead Pharmasset LLC,2014,11,active,https://patentbrief.org/patent/us/8822430/epclusa-sofosbuvir-velpatasvir
3142599,US,How Bubble Wrap Is Manufactured,Sealed Air Corp,1964,185,public domain,https://patentbrief.org/patent/us/3142599/bubble-wrap-cushioning
D504889,US,The Design Patent for the Original iPod Mini,Apple Computer Inc,2005,573,public domain,https://patentbrief.org/patent/us/D504889/ipod-click-wheel-design
RE50301,US,How to Make Long-Lasting Injections for Multiple Sclerosis Treatment,Mapi Pharma Ltd,2025,0,active,https://patentbrief.org/patent/us/RE50301/temperature-controlled-mug
10303266,US,How Screens Change What They Show Based on Your Hand Distance,Quickstep Technologies LLC,2019,3,active,https://patentbrief.org/patent/us/10303266/apple-pencil
5838906,US,How Web Browsers Run Embedded Programs Inside Documents,University of California San Diego UCSD,1998,576,public domain,https://patentbrief.org/patent/us/5838906/microsoft-internet-browser
9874914,US,How Devices Negotiate Power Sharing When Connected Together,Microsoft Technology Licensing LLC,2018,6,active,https://patentbrief.org/patent/us/9874914/hololens-mixed-reality-display
9477524,US,How to Split Computer Tasks Between Different Types of Processors,NEODANA Inc,2016,11,active,https://patentbrief.org/patent/us/9477524/aws-cloudformation
12200123,US,Using Transcendental Math to Generate Better Random Numbers,Mesinja Pty Ltd,2025,0,active,https://patentbrief.org/patent/us/12200123/starship-orbital-test-flight
11023780,US,How AI Automatically Labels Images and Checks Its Own Work,Superb AI Co Ltd,2021,1,active,https://patentbrief.org/patent/us/11023780/siri-on-device-speech-recognition
11544573,US,How Projection Neural Networks Speed Up AI Predictions,Google LLC,2023,1,active,https://patentbrief.org/patent/us/11544573/llama-large-language-model-architecture
10402375,US,How Operating Systems Display Cloud File Status Icons,Microsoft Technology Licensing LLC,2019,4,active,https://patentbrief.org/patent/us/10402375/microsoft-365-subscription
3867571,US,How Laser Printers Use Rotating Mirrors to Write Information,Xerox Corp,1975,22,public domain,https://patentbrief.org/patent/us/3867571/laser-printer-starkweather
9811430,US,How to Keep Backup Data in the Correct Order,Veritas Technologies LLC,2017,4,active,https://patentbrief.org/patent/us/9811430/aws-codepipeline
3359678,US,How the Modern Frisbee Design Works,Wham O Manufacturing Co,1967,137,public domain,https://patentbrief.org/patent/us/3359678/frisbee-flying-disc
